feature_0,feature_1,feature_2,label
-3.2727049999999998,-2.5756829999999997,7.310791,0.0
-3.699951,-5.871582,5.845947000000001,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-1.5026860000000002,-9.045409999999999,5.723877,0.0
-9.193115,-2.8808589999999996,1.02417,0.0
-3.2727049999999998,-14.172362999999999,14.696045,0.0
-9.25415,-8.068847,20.55542,0.0
2.3425290000000003,-9.16748,26.475830000000002,0.0
2.647705,-6.665039,21.165771,0.0
-8.216553000000001,-3.125,9.996338,0.0
-8.826903999999999,-6.176757,21.593017,0.0
-13.404541,-12.036133000000001,26.231689,0.0
-7.789306,-10.021972,14.024658,0.0
-6.263428,-7.702636,1.085205,0.0
-4.7375490000000005,-4.406738,-2.027588,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-5.10376,-10.693359000000001,-0.318604,0.0
-6.873779,-7.27539,5.174561,0.0
-9.25415,-12.402343,32.640381,0.0
-6.507568,-11.730957,38.499756,0.0
6.187744,-17.224121,47.349854,0.0
-0.7702640000000001,-9.106444999999999,27.818604,0.0
-11.512450999999999,10.852051,23.424072,0.0
-4.432373,-8.740234,3.648682,0.0
-8.399657999999999,-2.5146479999999998,-0.318604,0.0
-2.540283,-5.566406,5.479736000000001,0.0
-4.188232,-6.787109,5.235596,0.0
-7.23999,-2.392578,-0.5017090000000001,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-0.587158,-5.688476,-4.957275,0.0
-10.535889000000001,-11.608886,4.930420000000001,0.0
-5.836182,-19.055176,16.282959,0.0
-11.26831,-6.420898,28.001709,0.0
-16.334229,-7.27539,26.35376,0.0
4.7229,-15.087891,33.800049,0.0
-8.094482000000001,-8.496093,15.550537,0.0
-0.831299,-11.669920999999999,18.907471,0.0
2.037354,-3.613282,12.010498,0.0
-1.5637210000000001,-4.956054,7.921143,0.0
-4.798584,-4.8950190000000005,3.587646,0.0
-3.9440920000000004,-8.190918,1.26831,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-3.3337399999999997,-0.256348,-3.00415,0.0
-5.22583,-3.9184569999999996,-6.055908,0.0
-4.737549,-8.190918,4.6252439999999995,0.0
-0.343017,-13.806151999999999,22.691651,0.0
-2.4792479999999997,-18.078613,36.607666,0.0
-9.437256,-8.374023,20.372314,0.0
-7.850342,-5.0170900000000005,17.991943,0.0
-4.676513,-6.1767579999999995,19.334717,0.0
-8.338623,-0.6225580000000001,11.949463,0.0
-10.718993999999999,-1.049804,8.7146,0.0
-5.286865,-0.500488,10.118408,0.0
-7.301025,-2.3925780000000003,9.324951,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-5.714111,-3.9794919999999996,-2.88208,0.0
-8.338623,-2.270508,-1.661377,0.0
-8.643799,-0.012207,17.320556,0.0
-8.155517,-2.6977539999999998,30.443115,0.0
-5.958252,-10.083008000000001,15.672607,0.0
-2.845459,-4.101562,22.874756,0.0
5.394286999999999,-3.125,30.076904,0.0
-4.920654,-7.885742,25.865478,0.0
-10.047607,-0.5004879999999999,16.5271,0.0
-17.554932,-5.993652,18.297119000000002,0.0
-7.6062009999999995,-3.7963859999999996,16.77124,0.0
-6.8127439999999995,-3.491211,4.564209,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-5.042725,-4.467773,-2.698975,0.0
-5.22583,-6.665039,2.794189,0.0
-4.005127,-6.665039,6.029053,0.0
5.699463,-11.730957,12.987061,0.0
-2.052002,-5.505371,2.611084,0.0
-0.953369,-5.749511,8.470459,0.0
-1.807861,-10.388183000000001,25.377197,0.0
-8.826904,-4.711914,14.75708,0.0
-10.291748,-3.6132809999999997,11.278076,0.0
-10.352783,-7.27539,20.79956,0.0
0.08422899999999997,-17.529297,32.518311,0.0
-4.066162,-5.200195,0.291748,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-8.521728,-7.214354999999999,3.465576,0.0
1.304932,-15.270996,26.903076,0.0
6.7370600000000005,-19.360350999999998,45.030518,0.0
-7.789307,-3.552246,23.302002,0.0
-14.564209,-10.754394,20.55542,0.0
-11.085205,-5.26123,18.052978,0.0
-5.958252,-6.542968,14.573974,0.0
-7.972412,-5.688476,9.447021000000001,0.0
-7.117920000000001,-2.575683,23.851318,0.0
1.793213,-7.336426,27.086181,0.0
-9.010010000000001,-3.125,20.372314,0.0
0.26733399999999996,-3.613281,1.3903809999999999,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-2.687378,-3.794555,1.746216,0.0
-4.335327,-4.893187999999999,26.160279,0.0
8.604126,-9.226684,32.202759,0.0
3.110961,-4.6490480000000005,11.755982,0.0
-0.917359,-5.198364,10.169068,0.0
5.857544,2.614136,9.131469999999998,0.0
2.6226800000000003,-3.73352,3.150025,0.0
0.05920399999999999,-0.071411,0.5255129999999999,0.0
1.3409419999999999,-0.437622,-3.319702,0.0
1.035766,-1.414184,1.990357,0.0
-1.0394290000000002,-0.620727,0.952759,0.0
0.303344,-0.49865699999999996,-0.512085,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
1.6711429999999998,-3.430176,-2.088623,0.0
11.192627,-10.388183000000001,13.780518,0.0
8.201904,-12.219238,45.762939,0.0
-0.7702640000000001,-16.85791,44.908447,0.0
-15.968017,-3.063965,27.757568,0.0
-6.202392000000001,-0.317383,17.137451,0.0
-0.159912,-7.214354999999999,17.381592,0.0
-3.3337399999999997,-9.16748,20.189209,0.0
-3.883057,-5.505370999999999,14.451904,0.0
-16.639404000000003,-1.416015,23.729248,0.0
-4.676514,-12.707519000000001,10.301514000000001,0.0
-4.310303,-2.2705070000000003,-2.027588,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-8.643799,-9.289551000000001,2.061767,0.0
-3.944092,-11.18164,2.733154,0.0
-1.624756,-13.623045999999999,21.043701,0.0
1.488037,-6.115723,25.133057,0.0
-14.136963,1.269532,12.681885,0.0
-5.897217,-2.0263669999999996,11.644287,0.0
-4.066162,-4.101562,15.733643,0.0
0.02319299999999999,-10.327148,17.137451,0.0
-0.09887699999999999,-3.7963859999999996,9.385986,0.0
-5.836182,-3.186035,12.071533,0.0
0.7556149999999999,-7.763672,9.874268,0.0
-3.4558099999999996,-6.542968,6.212158,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-0.892334,-0.988769,-2.149658,0.0
-5.3479,-6.420898,12.86499,0.0
-4.920654,-12.097168,62.730713,0.0
-1.8078610000000002,-15.08789,29.588623000000002,0.0
1.610107,-11.18164,12.132568,0.0
-7.3620600000000005,-11.486816,13.170166,0.0
-7.178955,-5.200195,11.827393,0.0
-9.742432,1.818848,14.87915,0.0
-2.052002,-7.03125,6.2121580000000005,0.0
-8.887939,-3.857421,4.014893,0.0
-6.507568,-8.190918,5.662842,0.0
-2.540283,-4.040527,-0.806885,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-2.723389,-7.3364259999999994,-7.825928,0.0
-12.550049,-1.721191,-4.4689939999999995,0.0
-8.582763,-10.327148,1.695557,0.0
-11.817627,-11.547851,12.681885,0.0
-3.21167,-11.05957,32.27417,0.0
-12.611084,-4.406738,32.1521,0.0
-4.98169,-5.749511,12.437744,0.0
-11.939697,-7.702637,19.822998000000002,0.0
2.6477060000000003,-12.585449,17.015381,0.0
-8.460694,-8.312988,29.954833999999998,0.0
-7.972412,-4.895019,2.550049,0.0
-4.310303,-0.195312,-9.473877,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-2.418212,-6.909179,-3.858643,0.0
-16.273194,-11.791992,11.094971000000001,0.0
-1.441651,-12.036131999999998,13.231201,0.0
5.272216,-12.951659999999999,11.094971,0.0
2.037353,-11.242674999999998,23.546143,0.0
-0.037841,-14.721679,19.273682,0.0
-4.432373,-6.970214,8.775635000000001,0.0
-8.582764000000001,-4.2236329999999995,5.296631,0.0
-5.286866,-9.655761,23.179931,0.0
-6.5686040000000006,-7.3364259999999994,5.418701,0.0
-2.906494,-7.519531,-0.196533,0.0
-8.399659,-3.9794919999999996,1.817627,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-7.362061,-9.594726000000001,16.343994,0.0
-5.836182,-7.519531,13.902588,0.0
-5.531006,-9.04541,11.217041,0.0
-10.413819,-8.740234,15.123291,0.0
-7.667237,-3.0639640000000004,8.348389000000001,0.0
-8.88794,-3.552247,8.775635,0.0
2.220459,-5.383301,15.428467,0.0
1.3659670000000002,-12.402344000000001,23.302001999999998,0.0
-5.042725,-12.768554,17.747803,0.0
-4.98169,-4.162597,6.334229,0.0
-5.714112,-2.636718,4.80835,0.0
-9.071045,-2.026367,2.244873,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-6.080322000000001,-3.7963859999999996,3.648682,0.0
-4.371338,0.292969,23.240967,0.0
-3.21167,-12.890625,36.05835,0.0
-11.085205,-6.970215,34.593506,0.0
-8.948975,-11.05957,32.518311,0.0
-6.080323,-2.941894,24.888916,0.0
-10.413819,-11.303711,16.343994,0.0
-10.9021,-3.7963859999999996,5.418701,0.0
-1.31958,-7.336426,13.719482,0.0
-5.714112,-2.5756829999999997,-5.445557,0.0
-3.21167,-6.298828,-4.957275,0.0
-6.87378,-7.3364259999999994,-7.886963,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-3.2727049999999998,-1.171875,-0.684814,0.0
-5.408936000000001,-9.899903,11.644287,0.0
-3.577881,-12.280273000000001,17.625732,0.0
-8.521729,-8.557129000000002,22.996826,0.0
-3.028565,-4.833984,24.156494,0.0
-7.911377000000001,-6.787109,15.794678,0.0
-6.6906740000000005,-3.7353509999999996,14.512939,0.0
-5.469971,-4.956055,17.686767,0.0
-7.789307,-7.519531,14.573974,0.0
-10.78003,-6.787109,5.784912,0.0
-6.324463000000001,-4.650879,-0.745849,0.0
-5.714112,-0.8056639999999999,-5.872803,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.511474,-0.256347,-1.6003420000000002,0.0
6.431884999999999,-12.646484000000001,0.5969239999999999,0.0
-2.2351069999999997,-3.24707,0.169678,0.0
11.009522,-5.810547,29.893799,0.0
6.248779,-3.002929,41.795654,0.0
1.121826,-4.711914,23.668213,0.0
-12.916260000000001,-4.040527,14.207764,0.0
-12.550049,-3.9184569999999996,5.418701,0.0
-5.653076,-9.04541,10.240479,0.0
-6.263427,-8.190918,10.85083,0.0
-5.958252,-7.8857420000000005,6.944579999999999,0.0
-9.25415,-4.7729490000000006,8.043213,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-4.7375490000000005,-2.5146479999999998,-5.750732,0.0
-6.141357,-4.956055,1.695557,0.0
-2.4182129999999997,-12.585449,7.310791,0.0
0.755615,-7.15332,7.432861,0.0
1.854248,-2.8198239999999997,5.479736000000001,0.0
2.3425290000000003,-4.223632,9.202881,0.0
-6.019287,-10.266113,13.048095,0.0
-5.836182,-5.871582,10.057373,0.0
-6.99585,-10.571289,27.025146,0.0
0.81665,-5.078125,10.484619,0.0
-11.939696999999999,-5.13916,25.194092,0.0
-7.728271,2.8564450000000003,9.996338,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-7.484131,-7.458495999999999,7.371826,0.0
-7.850342,-10.083008000000001,16.160889,0.0
-18.958740000000002,-3.918457,78.782959,0.0
-18.775635,-2.819824,58.336180999999996,0.0
-13.831786999999998,-8.862304,45.030516999999996,0.0
-2.174072,-8.801269,21.409912,0.0
-13.648682,-7.15332,13.963623,0.0
-4.798584,-1.11084,13.841553,0.0
1.121826,-11.18164,13.963623,0.0
-4.371338,-5.688476,7.799072000000001,0.0
-1.0144039999999999,-6.481933000000001,7.982178,0.0
-6.263428,-6.115722,3.587646,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-5.5310060000000005,-4.589844,1.451416,0.0
-7.667236,-10.754394000000001,8.165283,0.0
-12.244873,-23.632811999999998,50.767822,0.0
1.9763179999999998,-13.012695,41.795654,0.0
-4.188232,-8.374023000000001,42.955322,0.0
-6.080322000000001,-9.289551000000001,22.996826,0.0
8.995362,-13.378906,26.842041000000002,0.0
-5.3479,-1.293945,21.654053,0.0
-4.615479,-6.9702150000000005,14.451904,0.0
-5.3479,-8.862304,18.602295,0.0
-4.005127,-7.03125,9.691162,0.0
-0.343017,-6.726074,9.996338,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-7.3620600000000005,-4.162597,-1.051025,0.0
-2.662353,-7.885742,6.639404,0.0
-6.751709,-13.317871,31.358642,0.0
-0.465088,-11.120605000000001,33.616943,0.0
12.291260000000001,-6.1767579999999995,52.171631,0.0
-0.465088,-6.359863,22.264404,0.0
-17.493896000000003,-7.15332,19.761963,0.0
-2.2961419999999997,-7.092285,24.827881,0.0
-7.056884999999999,-11.486816000000001,41.124266999999996,0.0
-10.291748,-11.853026999999999,32.884521,0.0
-13.526610999999999,-7.27539,14.207764,0.0
-8.155517,-8.251952999999999,11.094971,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-8.094482,-4.101562,1.939697,0.0
-9.742431999999999,-9.594726,10.057373,0.0
-10.047607000000001,-8.740234000000001,31.419678,0.0
-14.93042,-8.862304,36.790771,0.0
-12.366943,-10.510254000000002,42.161865000000006,0.0
-6.9348149999999995,15.795899,35.753174,0.0
-6.141357,-7.519531000000001,25.499267,0.0
-12.305908,-14.477539,20.128174,0.0
-12.000732,-9.960937,16.405029,0.0
-11.817627,-8.557129000000002,13.170166,0.0
-6.873779,-9.594726000000001,9.385986,0.0
-16.70044,0.476074,-1.783447,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-4.615478,-7.092285,12.376709,0.0
3.5632330000000003,-12.951659999999999,15.428467000000001,0.0
-4.310303,-7.15332,3.282471,0.0
-7.423096,-6.359863,4.747314,0.0
-8.948975,-7.27539,11.888428,0.0
6.49292,-0.13427699999999998,26.658935,0.0
-0.281982,-10.144043,27.879639,0.0
0.328369,-2.6977539999999998,6.395264,0.0
-4.188232,-5.322265,9.752197,0.0
2.4646000000000003,0.842285,27.025146,0.0
2.647705,-3.125,19.945068,0.0
-11.390381,-0.439453,19.212646,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-6.934814,-3.8574219999999997,6.151123,0.0
-6.629639,-2.819824,21.165771,0.0
9.056396,-1.660156,34.898680999999996,0.0
1.304932,-7.27539,27.696533,0.0
10.338135000000001,-3.735351,22.44751,0.0
-10.230713000000002,-8.129883000000001,15.245361,0.0
-11.329346000000001,-7.702636,9.141846000000001,0.0
-12.122803000000001,-10.998534999999999,20.067139,0.0
-16.517334,-11.05957,23.912354,0.0
-12.855225,-8.068848000000001,10.911865,0.0
-6.568604,-3.24707,0.352783,0.0
-7.362061000000001,-3.36914,4.442139,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-5.042725,-6.237793,3.648682,0.0
-10.047607,-2.087402,12.071533,0.0
-2.967529,-4.284668,15.062256,0.0
-9.437256,-4.833984,22.691651,0.0
-6.385498,-7.946777,37.950439,0.0
-6.202392000000001,-6.237793,20.494385,0.0
-10.474853,-11.303711,9.385986,0.0
0.145264,-13.745116999999999,45.335693,0.0
4.7229,-8.374023000000001,28.61206,0.0
-0.526123,4.504395000000001,26.47583,0.0
-12.305907999999999,5.725098,23.912353,0.0
-7.728272,-10.083008,38.621826,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-17.366943,-6.775513,6.829834,0.0
2.957763,-2.014771,0.543213,0.0
-3.389893,-7.141724,10.797119,0.0
-1.375732,-7.935181,24.163818,0.0
3.4460450000000002,-2.625122,34.539795000000005,0.0
-6.624755,-0.427856,25.262451,0.0
-10.836181,9.093628,48.028565,0.0
-8.883057,3.783569,37.835694,0.0
-8.883056,-0.794067,30.633545,0.0
-5.648194,1.403198,36.676026,0.0
-2.2302239999999998,-17.700806,33.135987,0.0
-15.902099,-12.024536,28.863526,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-2.779541,-5.371704,7.5622560000000005,0.0
-7.4182120000000005,-5.982056,13.299561,0.0
23.099366,78.673706,20.379639,0.0
-3.939209,-8.728638,21.722412,0.0
-5.465088,-22.156372,36.981201999999996,0.0
0.943604,-24.597778,40.643311000000004,0.0
-1.8640130000000001,-17.212524000000002,25.750733,0.0
-5.343017000000001,1.342163,24.591064999999997,0.0
2.652588,-3.052368,32.952881,0.0
2.1643060000000003,-8.362427,35.333251999999995,0.0
-13.155517,3.3563240000000003,41.680908,0.0
10.770264000000001,5.675659,33.929444,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-4.854736,-3.4185790000000003,12.017823,0.0
-5.95337,2.01355,43.817139000000005,0.0
5.521241,4.393921000000001,56.207276,0.0
-0.155029,-4.395142,56.756592,0.0
-1.497802,7.628784,42.29126,0.0
-1.8640130000000001,-2.136841,35.211182,0.0
1.5539550000000002,-6.470337,28.863526,0.0
-3.267822,-6.043091,25.933838,0.0
0.150147,-1.77063,16.839599999999997,0.0
-4.366455,3.966675,15.985107999999999,0.0
-5.5871580000000005,0.609741,15.679931999999999,0.0
4.056397,2.3797610000000002,10.186768,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-10.531004999999999,-19.226685,32.891846,0.0
1.126709,-14.893189,42.108155000000004,0.0
0.394288,-9.522095,37.774659,0.0
3.568115,-5.67688,42.474365,0.0
0.089112,-7.141724,21.783448,0.0
14.737549000000001,-7.263794000000001,33.074951999999996,0.0
-10.286865,4.02771,24.713135,0.0
6.741944,9.765015,26.239014,0.0
-6.197509,-4.578247,28.253174,0.0
-5.098877,-8.911743,22.698975,0.0
-8.883056,-9.400024,24.591065,0.0
-6.624756,-5.859985,16.046143,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-7.7282709999999994,-5.383301,-0.562744,0.0
-0.03784199999999999,-5.3833009999999994,18.907471,0.0
-13.221435,-10.266113,34.837646,0.0
-12.977295,-3.369141,41.246337999999994,0.0
-9.01001,-4.589843,30.38208,0.0
-2.174072,-9.716797,27.879639,0.0
-4.066162,-9.289549999999998,18.663330000000002,0.0
-4.676514,-4.467773,23.729248000000002,0.0
-5.775146,-11.18164,23.424072,0.0
1.793213,-14.355468,19.517822,0.0
-6.5686029999999995,-8.129883000000001,13.841553000000001,0.0
-8.765868999999999,-5.871582,17.930908,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
5.643311,-8.728638,27.703857999999997,0.0
-1.070557,-2.442017,34.661865,0.0
-11.263427,-5.615845,42.16919,0.0
-2.108154,-7.630005,40.948487,0.0
-4.061279,-6.7144770000000005,38.323975,0.0
-4.30542,-7.385864,38.568115999999996,0.0
-4.610595,-5.615845,22.027588,0.0
4.422607999999999,-6.409302,34.47876,0.0
2.103272,-11.109009,33.868408,0.0
2.042237,-11.902466,23.248291000000002,0.0
-5.709228,5.431519,29.168701,0.0
-6.2585440000000006,-1.038208,4.205323,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-0.093994,-4.7613520000000005,16.412354,0.0
13.272704999999998,-5.982056,47.96753,0.0
-1.1315920000000002,-12.940063,29.351807,0.0
-6.31958,-5.493774999999999,39.361573,0.0
0.882569,-0.8551019999999999,26.422119,0.0
2.957764,-6.043091,26.483155,0.0
-3.023681,-0.977173,24.285889,0.0
12.723389000000001,-12.146607,41.009522,0.0
-3.3898919999999997,-2.136841,19.403077000000003,0.0
-9.127196999999999,-1.587525,20.318604,0.0
-4.9157709999999994,-1.709595,12.261963,0.0
-2.169189,-2.564087,8.90503,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
2.2863770000000003,0.182495,0.36010800000000004,0.0
-3.6340329999999996,-5.859985,5.24292,0.0
4.910889,-11.963501,56.146240999999996,0.0
-8.211668999999999,-12.451782,39.910889,0.0
-16.329345,-3.418579,36.065674,0.0
-12.056884,1.098022,38.873290999999995,0.0
-3.267822,-2.380981,26.300049,0.0
-2.2302239999999998,-5.127563,25.262452000000003,0.0
-5.281982,-4.028931,28.253173999999998,0.0
-4.488525,-4.944458,15.06958,0.0
1.37085,-1.709595,20.440674,0.0
-8.883056000000002,-2.197876,6.951905,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-6.258545,2.929077,10.247803,0.0
18.88794,-3.418579,56.207274999999996,0.0
-8.944092000000001,-3.967896,44.122315,0.0
-11.873778999999999,-3.66272,34.35669,0.0
-12.728272,-8.301391,34.783936000000004,0.0
11.502686,-12.024536,22.88208,0.0
-0.826416,-7.141724,17.144775999999997,0.0
-9.98169,1.098023,15.008545,0.0
-8.272705,-4.395142,19.769288000000003,0.0
-5.343017000000001,-8.240356,15.008545,0.0
-8.944091,-6.2872319999999995,18.670655,0.0
-6.868896,-5.493774999999999,18.548583999999998,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.27221700000000004,-4.334106,4.266357999999999,0.0
-5.587158,-1.7706300000000001,9.454346,0.0
5.948487,-13.062134,33.807373,0.0
-2.779541,-12.207641,24.6521,0.0
-9.737549000000001,-3.601685,22.332763999999997,0.0
-12.178955,-3.479614,19.342041000000002,0.0
-9.554443000000001,-9.155884,35.882569000000004,0.0
-5.0378419999999995,-4.822388,24.53003,0.0
-3.817138,-4.089966,28.985596,0.0
-6.807861,-3.540649,24.224854,0.0
-0.948486,-5.432739,24.591065,0.0
2.225342,-2.564087,16.839599999999997,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-5.4089350000000005,0.476074,4.869385,0.0
-2.5402829999999996,-9.350586,23.973389,0.0
-6.934814,-4.345702999999999,35.386962999999994,0.0
-10.413818,-1.721191,26.5979,0.0
-11.207275000000001,-1.7822259999999999,14.024658,0.0
-1.44165,-16.247557999999998,8.043213,0.0
-8.582764000000001,-8.129883,17.076416000000002,0.0
0.20629899999999998,-13.134765,21.409912,0.0
-7.911377,-1.293945,16.221924,0.0
-2.4182129999999997,-11.853027,12.376709,0.0
-8.643799,-9.228515,7.3718259999999995,0.0
-11.024170000000002,-6.604004000000001,18.419189,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-7.4841310000000005,-4.284668,2.1228029999999998,0.0
1.9152829999999998,-6.787109,6.273193,0.0
-5.408936,-9.289551000000001,22.996826,0.0
5.272217,-6.298828,19.151611,0.0
-19.385986,-2.270508,28.062744,0.0
-6.080322000000001,-5.017089,23.912354,0.0
-15.662842,-11.059569999999999,21.593018,0.0
-11.14624,-3.4912110000000003,22.142334,0.0
-1.9909670000000002,-7.580566,40.513916,0.0
-11.878662,6.640625,26.536865,0.0
-8.094482000000001,3.588867,19.761963,0.0
2.830811,-10.754394,10.545654,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-8.338623,-6.542969,-0.135498,0.0
-6.8127439999999995,-17.285156,32.701416,0.0
0.328369,-16.125488,57.054443,0.0
-9.13208,-7.03125,34.4104,0.0
-12.366943,-6.054687,9.385986,0.0
2.1594240000000005,-10.510252999999999,10.240479,0.0
-1.990967,-14.355468,13.109131,0.0
-7.423096,-1.11084,16.405029,0.0
-9.559325999999999,-6.359863,11.033935,0.0
-9.803467,-3.6132809999999997,12.010498,0.0
-7.117920000000001,-4.956054,10.789795,0.0
-7.789307,-8.557127999999999,16.893311,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-9.986571999999999,-9.838867,4.93042,0.0
-12.855224999999999,-10.998535,12.498779,0.0
4.051514,2.9785160000000004,24.400635,0.0
2.220459,-4.1015619999999995,38.927002,0.0
2.70874,2.9785160000000004,33.739014,0.0
-7.911377,-0.9277340000000001,20.433349,0.0
-2.6623530000000004,-6.298828,4.930420000000001,0.0
1.549072,-2.819824,24.400635,0.0
3.929443,1.818848,26.842041000000002,0.0
-7.911377,-10.449218,22.081299,0.0
-13.892821999999999,-4.528808,13.902588,0.0
-12.611084,-5.627441,8.531494,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-8.948975,-3.125,-0.9289550000000001,0.0
-1.624756,-6.1767579999999995,1.3903809999999999,0.0
-3.5778809999999996,-5.13916,6.761475,0.0
-3.028564,-5.566406,8.409424,0.0
-2.2351069999999997,-4.956054,8.348389,0.0
-9.071045,-9.594726,12.376709,0.0
1.9763179999999998,-14.660644000000001,28.36792,0.0
-2.967529,-10.266113,10.789795,0.0
1.304932,-2.209472,17.686768,0.0
-3.822021,-6.787109,29.222412,0.0
-11.146239999999999,-3.430176,22.56958,0.0
-2.2961419999999997,-10.998534999999999,29.039306,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-4.005127,-7.214355,-4.224854,0.0
-1.5637210000000001,-2.209472,9.752197,0.0
-3.5168459999999997,-18.62793,44.664305999999996,0.0
-1.258545,-27.111815999999997,42.955321999999995,0.0
-14.747315,-8.496093,26.781006,0.0
-5.164795000000001,-9.777832,9.569092,0.0
-3.4558099999999996,-8.129883000000001,19.822998,0.0
-5.469971,-1.782226,13.170166,0.0
-4.676514,-7.214354999999999,22.69165,0.0
-6.324463000000001,-12.158203,23.363037000000002,0.0
-10.963135,-7.458495999999999,13.658447,0.0
